jmeno|prezdivka|pohlavi|vyska|vaha|narozeni|umrti|klub|stat|sport|hry1|udalost1|tym1|poradi1|medaile1|detail1|hry2|udalost2|tym2|poradi2|medaile2|detail2|hry3|udalost3|tym3|poradi3|medaile3|detail3|hry4|udalost4|tym4|poradi4|medaile4|detail4|hry5|udalost5|tym5|poradi5|medaile5|detail5|hry6|udalost6|tym6|poradi6|medaile6|detail6|hry7|udalost7|tym7|poradi7|medaile7|detail7|hry8|udalost8|tym8|poradi8|medaile8|detail8|hry9|udalost9|tym9|poradi9|medaile9|detail9|hry10|udalost10|tym10|poradi10|medaile10|detail10|hry11|udalost11|tym11|poradi11|medaile11|detail11|hry12|udalost12|tym12|poradi12|medaile12|detail12|hry13|udalost13|tym13|poradi13|medaile13|detail13|hry14|udalost14|tym14|poradi14|medaile14|detail14|hry15|udalost15|tym15|poradi15|medaile15|detail15|hry16|udalost16|tym16|poradi16|medaile16|detail16|hry17|udalost17|tym17|poradi17|medaile17|detail17|hry18|udalost18|tym18|poradi18|medaile18|detail18|hry19|udalost19|tym19|poradi19|medaile19|detail19|hry20|udalost20|tym20|poradi20|medaile20|detail20|hry21|udalost21|tym21|poradi21|medaile21|detail21|hry22|udalost22|tym22|poradi22|medaile22|detail22|hry23|udalost23|tym23|poradi23|medaile23|detail23|hry24|udalost24|tym24|poradi24
Tereza Vaculíková||Female|"5'4"" (163 cm)"|121 lbs (55 kg)|1992-10-30|||Czech Republic|Freestyle Skiing|2010 Winter|Women's Moguls|Czech Republic|27||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jakub Vadlejch||Male|"6'3"" (190 cm)"|205 lbs (93 kg)|1990-10-10|||Czech Republic|Athletics|2012 Summer|Men's Javelin Throw|Czech Republic|25 r1/2||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Nicole Vaidišová||Female|"6'0"" (183 cm)"|152 lbs (69 kg)|1989-04-23||TK Sparta Praha|Czech Republic|Tennis|2008 Summer|Women's Singles|Czech Republic|33T |||2008 Summer|Women's Doubles|Czech Republic-2|17T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
David Vála||Male|"6'3"" (191 cm)"|254 lbs (115 kg)|1978-04-17||PSK Olymp Praha, Praha (CZE)|Czech Republic|Wrestling|2000 Summer|Men's Super-Heavyweight, Greco-Roman|Czech Republic|9|||2004 Summer|Men's Super-Heavyweight, Greco-Roman|Czech Republic|14|||2012 Summer|Men's Heavyweight, Greco-Roman|Czech Republic|12||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Aleš Valenta||Male|"5'10"" (179 cm)"|165 lbs (75 kg)|1973-02-06||ASS Dukla Liberec|Czech Republic|Freestyle Skiing|1998 Winter|Men's Aerials|Czech Republic|4|||2002 Winter|Men's Aerials|Czech Republic|1|Gold||2006 Winter|Men's Aerials|Czech Republic|21||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Ondrej Valenta||Male|"5'8"" (173 cm)"|141 lbs (64 kg)|1973-01-27||Tělovýchovná Jednota SVS Krkonoše|Czech Republic|Cross Country Skiing|1994 Winter|Men's 30 kilometres|Czech Republic|34|||1994 Winter|Men's 50 kilometres|Czech Republic|58||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Lenka Valová||Female|"5'5"" (165 cm)"|143 lbs (65 kg)|1983-04-18||Rostex-Quantum, Vyskov|Czech Republic|Cycling|2004 Summer|Women's Individual Pursuit, 3,000 metres|Czech Republic|11||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Lucie Valová||Female|"5'5"" (166 cm)"|119 lbs (54 kg)|1981-12-10||Dukla Plzeň|Czech Republic|Shooting|2000 Summer|Women's Air Rifle, 10 metres|Czech Republic|36T |||2000 Summer|Women's Small-Bore Rifle, Three Positions, 50 metres|Czech Republic|14T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jiří Vaněk||Male|"6'1"" (186 cm)"|185 lbs (84 kg)|1978-04-24|||Czech Republic|Tennis|2000 Summer|Men's Singles|Czech Republic|17T |||2008 Summer|Men's Singles|Czech Republic|33T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Gabriela Vařeková|Gabi|Female|"5'9"" (174 cm)"|165 lbs (75 kg)|1987-06-18||VK Slavia Praha/University of Southern California, USA|Czech Republic|Rowing|2008 Summer|Women's Double Sculls|Czech Republic|6||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Miroslav Varga||Male|"6'0"" (183 cm)"|231 lbs (105 kg)|1960-09-21||SSK Žatec|Czech Republic|Shooting|1988 Summer|Men's Small-Bore Rifle, Prone, 50 metres|Czechoslovakia|1|Gold||1992 Summer|Men's Small-Bore Rifle, Prone, 50 metres|Czechoslovakia|31T |||2008 Summer|Men's Small-Bore Rifle, Prone, 50 metres|Czech Republic|29||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Josef Vašíček||Male|"6'6"" (197 cm)"|198 lbs (90 kg)|1980-09-12|2011-09-07|Lokomotiv Yaroslavl, Yaroslavl (RUS)|Czech Republic|Ice Hockey|2010 Winter|Men's Ice Hockey|Czech Republic|7||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jiří Veber||Male|"6'2"" (187 cm)"|198 lbs (90 kg)|1968-11-29||HC Kladno, Kladno (CZE)|Czech Republic|Ice Hockey|1994 Winter|Men's Ice Hockey|Czech Republic|5||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Ivana Večeřová||Female|"6'5"" (195 cm)"|185 lbs (84 kg)|1979-03-30||Gambrinus JME Brno|Czech Republic|Basketball|2004 Summer|Women's Basketball|Czech Republic|5|||2008 Summer|Women's Basketball|Czech Republic|7||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Zdeňka Vejnarová||Female|"5'6"" (168 cm)"|110 lbs (50 kg)|1981-06-22||SKP Jablonex, Jablonec nad Nisou (CZE)|Czech Republic|Biathlon|2002 Winter|Women's 15 kilometres|Czech Republic|23|||2006 Winter|Women's 7.5 kilometres Sprint|Czech Republic|43|||2006 Winter|Women's 10 kilometres Pursuit|Czech Republic|35|||2006 Winter|Women's 15 kilometres|Czech Republic|53|||2006 Winter|Women's 4 × 6 kilometres Relay|Czech Republic|13|||2010 Winter|Women's 7.5 kilometres Sprint|Czech Republic|60|||2010 Winter|Women's 10 kilometres Pursuit|Czech Republic|55|||2010 Winter|Women's 15 kilometres|Czech Republic|55|||2010 Winter|Women's 4 × 6 kilometres Relay|Czech Republic|16||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Martin Verner||Male|"6'4"" (194 cm)"|198 lbs (90 kg)|1980-03-15||Kometa Brno|Czech Republic|Swimming|2008 Summer|Men's 100 metres Freestyle|Czech Republic|21|||2012 Summer|Men's 100 metres Freestyle|Czech Republic|23||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Tomáš Verner||Male|"5'11"" (180 cm)"|154 lbs (70 kg)|1986-06-03||BK České Budějovice|Czech Republic|Figure Skating|2006 Winter|Men's Singles|Czech Republic|18|||2010 Winter|Men's Singles|Czech Republic|19||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Michaela Vernerová||Female|"5'6"" (167 cm)"|126 lbs (57 kg)|1973-09-15|||Czech Republic|Judo|1996 Summer|Women's Half-Middleweight|Czech Republic|16T |||2000 Summer|Women's Lightweight|Czech Republic|AC||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jana Veselá||Female|"6'4"" (194 cm)"|187 lbs (85 kg)|1983-12-31||BK Brno, Brno (CZE) / Ros Casares Valencia, Valencia (ESP)|Czech Republic|Basketball|2004 Summer|Women's Basketball|Czech Republic|5|||2008 Summer|Women's Basketball|Czech Republic|7|||2012 Summer|Women's Basketball|Czech Republic|7||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Miloš Veselý||Male|"5'11"" (180 cm)"|209 lbs (95 kg)|1972-05-06||Olymp Praha|Czech Republic|Bobsleigh|2006 Winter|Men's Two|Czech Republic-2|28|||2010 Winter|Men's Four|Czech Republic-2|16||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Vitězslav Veselý||Male|"6'1"" (186 cm)"|203 lbs (92 kg)|1983-02-27||Dukla Praha, Praha (CZE)|Czech Republic|Athletics|2008 Summer|Men's Javelin Throw|Czech Republic|12|||2012 Summer|Men's Javelin Throw|Czech Republic|4||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jan Vetešník||Male|"6'0"" (183 cm)"|165 lbs (75 kg)|1984-03-05||Dukla Praha, Praha (CZE)|Czech Republic|Rowing|2012 Summer|Men's Lightweight Coxless Fours|Czech Republic|11||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Ondřej Vetešník||Male|"6'0"" (182 cm)"|161 lbs (73 kg)|1984-03-05||Dukla Praha, Praha (CZE)|Czech Republic|Rowing|2012 Summer|Men's Lightweight Coxless Fours|Czech Republic|11||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
David Vincour||Male|"6'3"" (190 cm)"|176 lbs (80 kg)|1984-03-14||TJ Stadion Brno|Czech Republic|Figure Skating|2010 Winter|Mixed Ice Dancing|Czech Republic|21||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Petr Vitásek||Male|"6'4"" (192 cm)"|198 lbs (90 kg)|1981-08-05||Dukla Praha, Praha (CZE)|Czech Republic|Rowing|2004 Summer|Men's Coxless Fours|Czech Republic|8|||2008 Summer|Men's Quadruple Sculls|Czech Republic|10||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jan Víťazka||Male|"6'0"" (182 cm)"|183 lbs (83 kg)|1976-05-27||Kometa Brno|Czech Republic|Swimming|2000 Summer|Men's 100 metres Butterfly|Czech Republic|27|||2000 Summer|Men's 200 metres Individual Medley|Czech Republic|21|||2000 Summer|Men's 400 metres Individual Medley|Czech Republic|23||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Eva Vítečková||Female|"6'3"" (190 cm)"|176 lbs (80 kg)|1982-01-26||BK Brno, Brno (CZE) / USK Praha, Praha (CZE)|Czech Republic|Basketball|2004 Summer|Women's Basketball|Czech Republic|5|||2008 Summer|Women's Basketball|Czech Republic|7|||2012 Summer|Women's Basketball|Czech Republic|7||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Rostislav Vítek||Male|"6'0"" (182 cm)"|172 lbs (78 kg)|1976-01-06||Kometa Brno|Czech Republic|Swimming|2008 Summer|Men's 10 kilometres Open Water|Czech Republic|17||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Zdeněk Vítek||Male|"5'11"" (180 cm)"|163 lbs (74 kg)|1977-07-25||SKP Jablonex, Jablonec nad Nisou (CZE)|Czech Republic|Biathlon|1998 Winter|Men's 10 kilometres Sprint|Czech Republic|51|||1998 Winter|Men's 4 × 7.5 kilometres Relay|Czech Republic|14|||2002 Winter|Men's 10 kilometres Sprint|Czech Republic|14|||2002 Winter|Men's 12.5 kilometres Pursuit|Czech Republic|17|||2002 Winter|Men's 20 kilometres|Czech Republic|57|||2002 Winter|Men's 4 × 7.5 kilometres Relay|Czech Republic|5|||2006 Winter|Men's 10 kilometres Sprint|Czech Republic|10|||2006 Winter|Men's 12.5 kilometres Pursuit|Czech Republic|16|||2006 Winter|Men's 15 kilometres Mass Start|Czech Republic|22|||2006 Winter|Men's 20 kilometres|Czech Republic|22|||2006 Winter|Men's 4 × 7.5 kilometres Relay|Czech Republic|6|||2010 Winter|Men's 10 kilometres Sprint|Czech Republic|28|||2010 Winter|Men's 12.5 kilometres Pursuit|Czech Republic|38|||2010 Winter|Men's 20 kilometres|Czech Republic|67|||2010 Winter|Men's 4 × 7.5 kilometres Relay|Czech Republic|7||||||||||||||||||||||||||||||||||||||||||||||||||||||
Veronika Vitková||Female|"5'5"" (166 cm)"|126 lbs (57 kg)|1988-12-09||SKP Jablonex, Jablonec nad Nisou (CZE)|Czech Republic|Biathlon|2010 Winter|Women's 7.5 kilometres Sprint|Czech Republic|24|||2010 Winter|Women's 10 kilometres Pursuit|Czech Republic|37|||2010 Winter|Women's 15 kilometres|Czech Republic|68|||2010 Winter|Women's 4 × 6 kilometres Relay|Czech Republic|16||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Pavel Vizner||Male|"6'0"" (182 cm)"|190 lbs (86 kg)|1970-07-15|||Czech Republic|Tennis|2008 Summer|Men's Doubles|Czech Republic-2|9T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Radka Vodičková||Female|"5'7"" (171 cm)"|121 lbs (55 kg)|1984-11-07|||Czech Republic|Triathlon|2012 Summer|Women's Olympic Distance|Czech Republic|20||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Aleš Vodseďálek||Male|"6'0"" (183 cm)"|150 lbs (68 kg)|1985-03-05||Dukla Liberec, Liberec (CZE)|Czech Republic|Nordic Combined|2006 Winter|Men's Team|Czech Republic|8|||2006 Winter|Men's Sprint|Czech Republic|47|||2010 Winter|Men's Normal Hill / 10 km, Individual|Czech Republic|44|||2010 Winter|Men's Large Hill / 10 km, Individual|Czech Republic|34|||2010 Winter|Men's Team|Czech Republic|8||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jiří Vojtík||Male|"6'2"" (187 cm)"|187 lbs (85 kg)|1981-07-02||PSK Olymp Praha, Praha (CZE)|Czech Republic|Athletics|2004 Summer|Men's 200 metres|Czech Republic|5 h5 r1/4|||2008 Summer|Men's 200 metres|Czech Republic|4 h1 r1/4||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Tomáš Vokoun||Male|"6'0"" (183 cm)"|194 lbs (88 kg)|1976-07-02||Nashville Predators, Nashville (USA) / Florida Panthers, Sunrise (USA)|Czech Republic|Ice Hockey|2006 Winter|Men's Ice Hockey|Czech Republic|3|Bronze||2010 Winter|Men's Ice Hockey|Czech Republic|7||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jaroslav Volf||Male|"5'10"" (178 cm)"|168 lbs (76 kg)|1979-09-29||ASO Dukla Brandýs nad Lebem, Praha|Czech Republic|Canoeing|2000 Summer|Men's Canadian Doubles, Slalom|Czech Republic|5|||2004 Summer|Men's Canadian Doubles, Slalom|Czech Republic|3|Bronze||2008 Summer|Men's Canadian Doubles, Slalom|Czech Republic|2|Silver||2012 Summer|Men's Canadian Doubles, Slalom|Czech Republic-1|7||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Martina Vondrová||Female|"5'4"" (162 cm)"|121 lbs (55 kg)|1972-07-03||Skiklub Preciosa Elitex|Czech Republic|Cross Country Skiing|1994 Winter|Women's 5 kilometres|Czech Republic|47|||1994 Winter|Women's 15 kilometres|Czech Republic|31|||1994 Winter|Women's 30 kilometres|Czech Republic|36|||1994 Winter|Women's 5/10 kilometres Pursuit|Czech Republic|44|||1994 Winter|Women's 4 × 5 kilometres Relay|Czech Republic|9||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jan Vopat||Male|"6'0"" (184 cm)"|194 lbs (88 kg)|1973-03-22||HC Litvínov, Litvínov (CZE)|Czech Republic|Ice Hockey|1994 Winter|Men's Ice Hockey|Czech Republic|5||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Ivana Voračková||Female|"6'1"" (185 cm)"|161 lbs (73 kg)|1979-08-28||USK BELX Praha|Czech Republic|Basketball|2004 Summer|Women's Basketball|Czech Republic|5||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Martin Vozábal||Male|"6'0"" (182 cm)"|170 lbs (77 kg)|1978-11-08||SK Dynamo České Budějovice, České Budějovice (CZE)|Czech Republic|Football|2000 Summer|Men's Football|Czech Republic|14||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Martin Vráblík||Male|"5'9"" (174 cm)"|176 lbs (80 kg)|1982-07-04||SK Šumperk, Šumperk (CZE)|Czech Republic|Alpine Skiing|2006 Winter|Men's Super G|Czech Republic|38|||2006 Winter|Men's Giant Slalom|Czech Republic|AC||DNF|2006 Winter|Men's Slalom|Czech Republic|21|||2006 Winter|Men's Combined|Czech Republic|12|||2010 Winter|Men's Super G|Czech Republic|AC||DQ|2010 Winter|Men's Giant Slalom|Czech Republic|AC||DNF|2010 Winter|Men's Slalom|Czech Republic|AC||DNF|2010 Winter|Men's Combined|Czech Republic|31||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Miroslav Vraštil||Male|"6'0"" (184 cm)"|161 lbs (73 kg)|1982-10-17||Dukla Praha, Praha (CZE)|Czech Republic|Rowing|2012 Summer|Men's Lightweight Coxless Fours|Czech Republic|11||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Ivan Vrba||Male|"5'9"" (174 cm)"|176 lbs (80 kg)|1977-06-15||Dukla Brno|Czech Republic|Cycling|2000 Summer|Men's Team Sprint|Czech Republic|11|||2004 Summer|Men's Keirin|Czech Republic|10||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jan Vrba||Male|"6'1"" (186 cm)"|187 lbs (85 kg)|1982-01-28||Vrba Bobteam|Czech Republic|Bobsleigh|2010 Winter|Men's Four|Czech Republic-2|16||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Lucie Vrbenská||Female|"5'11"" (181 cm)"|181 lbs (82 kg)|1977-05-12||PSK Olymp Praha, Praha (CZE)|Czech Republic|Athletics|2004 Summer|Women's Hammer Throw|Czech Republic|42 QR||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
David Výborný||Male|"5'10"" (179 cm)"|181 lbs (82 kg)|1975-01-22||Columbus Blue Jackets, Columbus (USA)|Czech Republic|Ice Hockey|2006 Winter|Men's Ice Hockey|Czech Republic|3|Bronze|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Richard Výborný||Male|"5'11"" (180 cm)"|176 lbs (80 kg)|1971-06-04||Pieve Emanuele Milano, ITA|Czech Republic|Table Tennis|2004 Summer|Men's Doubles|Czech Republic|17T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jiří Vykoukal||Male|"6'0"" (182 cm)"|190 lbs (86 kg)|1971-03-11||Sparta Praha, Praha (CZE)|Czech Republic|Ice Hockey|1994 Winter|Men's Ice Hockey|Czech Republic|5||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Stepan Wagner||Male|"6'2"" (187 cm)"|174 lbs (79 kg)|1981-10-05||ASC Dukla Praha, Prague, CZE|Czech Republic|Athletics|2012 Summer|Men's Long Jump|Czech Republic|30 r1/2||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Libor Wälzer||Male|"6'0"" (182 cm)"|231 lbs (105 kg)|1975-12-08||PSK Olymp Praha, Praha (CZE)|Czech Republic|Weightlifting|2008 Summer|Men's Heavyweight|Czech Republic|15||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Šárka Záhrobská||Female|"5'9"" (175 cm)"|154 lbs (70 kg)|1985-02-11||Ski team Krkonoš|Czech Republic|Alpine Skiing|2006 Winter|Women's Super G|Czech Republic|27|||2006 Winter|Women's Giant Slalom|Czech Republic|AC||DNF|2006 Winter|Women's Slalom|Czech Republic|13|||2006 Winter|Women's Combined|Czech Republic|19|||2010 Winter|Women's Downhill|Czech Republic|27|||2010 Winter|Women's Giant Slalom|Czech Republic|AC||DNF|2010 Winter|Women's Slalom|Czech Republic|3|Bronze||2010 Winter|Women's Combined|Czech Republic|7||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Petr Záhrobský||Male|"5'11"" (180 cm)"|205 lbs (93 kg)|1980-11-30||Ski team Krkonoš |Czech Republic|Alpine Skiing|2002 Winter|Men's Super G|Czech Republic|24|||2002 Winter|Men's Giant Slalom|Czech Republic|31|||2006 Winter|Men's Downhill|Czech Republic|34|||2006 Winter|Men's Super G|Czech Republic|32|||2006 Winter|Men's Giant Slalom|Czech Republic|AC||DNF|2010 Winter|Men's Downhill|Czech Republic|36|||2010 Winter|Men's Super G|Czech Republic|34||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"Boris ""Borek"" Zakouřil"||Male|"5'11"" (180 cm)"|187 lbs (85 kg)|1976-11-11||Dukla Liberec, Liberec (CZE)|Czech Republic|Alpine Skiing|2002 Winter|Men's Downhill|Czech Republic|40|||2002 Winter|Men's Super G|Czech Republic|AC||DNF|2002 Winter|Men's Giant Slalom|Czech Republic|AC||DNF|2002 Winter|Men's Combined|Czech Republic|12|||2006 Winter|Men's Downhill|Czech Republic|36||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Petra Zakouřilová||Female|"5'7"" (170 cm)"|150 lbs (68 kg)|1978-09-05||Dukla Liberec, Liberec (CZE)|Czech Republic|Alpine Skiing|2002 Winter|Women's Giant Slalom|Czech Republic|27|||2002 Winter|Women's Slalom|Czech Republic|AC||DNF|2002 Winter|Women's Combined|Czech Republic|16|||2006 Winter|Women's Giant Slalom|Czech Republic|27|||2006 Winter|Women's Slalom|Czech Republic|AC||DNF|2006 Winter|Women's Combined|Czech Republic|24|||2010 Winter|Women's Giant Slalom|Czech Republic|AC||DNF|2010 Winter|Women's Slalom|Czech Republic|AC||DNF||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
